,title,author,rating,pages,publisher,ISBN,genre,series,author_followers,publish_date
0,The Hate U Give,Angie Thomas,4.52,464,Balzer + Bray,0062498533,Young,0,11980,2017-02-28
1,The Hate U Give,Angie Thomas,4.52,464,Balzer + Bray,0062498533,Young,0,11980,2017-02-28
2,The Hate U Give,Angie Thomas,4.52,464,Balzer + Bray,0062498533,Young,0,11980,2017-02-28
3,Caraval,Stephanie Garber,3.95,407,Flatiron Books,1250095255,Fantasy,1,9756,2017-01-31
4,The Bear and the Nightingale,Katherine Arden,4.12,323,Del Rey Books,1101885939,Fantasy,1,7563,2017-01-10
5,We Were the Lucky Ones,Georgia Hunter,4.4,403,Viking,0399563083,Historical,0,1045,2017-02-14
6,Midnight at the Bright Ideas Bookstore,Matthew J. Sullivan,3.79,328,Scribner,1501116843,Mystery,0,535,2017-06-13
7,The Dry,Jane Harper,4.04,328,Flatiron Books(first published May 31st 2016),1250105609,Mystery,1,5392,2017-01-10
8,American War,Omar El Akkad,3.79,333,Knopf Publishing Group,0451493583,Add,0,598,2017-04-04
9,The Chilbury Ladies' Choir,Jennifer    Ryan,3.98,371,Crown Publishing Group,1101906758,comment,0,848,2017-02-14
10,My Absolute Darling,Gabriel Tallent,3.63,417,Riverhead Books(first published April 29th 2017),0735211175,Fiction,0,850,2017-08-29
11,The Leavers,Lisa Ko,3.87,338,Algonquin Books,1616206888,Fiction,0,711,2017-05-02
12,Stay with Me,Ayọ̀bámi Adébáyọ̀,4.03,260,Knopf Publishing Group(first published March 2nd 2017),0451494601,Fiction,0,1062,2017-08-22
13,All Our Wrong Todays,Elan Mastai,3.76,373,Dutton Books(first published 2016),1101985135,Science,0,664,2017-02-07
14,"Goodbye, Vitamin",Rachel Khong,3.73,208,Henry Holt and Co.(first published June 1st 2017),1250109167,Fiction,0,343,2017-07-11
15,The Animators,Kayla Rae Whitaker,3.97,369,Random House,0812989287,Fiction,0,354,2017-01-31
16,I Liked My Life,Abby Fabiaschi,4.16,272,St. Martin's Press,1250084873,Add,0,522,2017-01-31
17,What We Lose,Zinzi Clemmons,3.62,213,Viking,0735221715,Fiction,0,402,2017-07-11
18,Kings of the Wyld,Nicholas Eames,4.33,502,Orbit,0316362476,Fantasy,1,2724,2017-02-21
19,The Coppersmith Farmhouse,Devney Perry,3.92,376,EverAfter Romance(first published March 9th 2017),1635761212,Romance,1,3585,2017-03-28
20,The Idea of You,Robinne Lee,4.14,372,St. Martin's Griffin,1250125901,Romance,0,854,2017-06-13
21,The Caledonian Gambit,Dan Moren,3.86,293,Talos,1940456843,Science,1,218,2017-05-23
22,The Hate U Give,Angie Thomas,4.52,464,Balzer + Bray,0062498533,Young,0,11980,2017-02-28
23,The Hate U Give,Angie Thomas,4.52,464,Balzer + Bray,0062498533,Young,0,11980,2017-02-28
24,The Hate U Give,Angie Thomas,4.52,464,Balzer + Bray,0062498533,Young,0,11980,2017-02-28
25,Turtles All the Way Down,John Green,3.98,288,Dutton Books for Young Readers,0525555366,Young,0,267618,2017-10-10
26,One of Us Is Lying,Karen M. McManus,4.06,361,Delacorte Press,1524714682,Young,1,5021,2017-05-30
27,The Gentleman's Guide to Vice and Virtue,Mackenzi Lee,4.14,513,Katherine Tegen Books,0062382802,Historical,1,6018,2017-06-27
28,"Always and Forever, Lara Jean",Jenny Han,4.15,325,Simon  Schuster Books for Young Readers,1481430483,Young,1,32340,2017-05-02
29,Geekerella,Ashley Poston,4.01,320,Quirk Books,1594749477,Young,1,2346,2017-04-04
30,Eliza and Her Monsters,Francesca Zappia,4.25,385,Greenwillow Books,0062290134,Contemporary,0,3033,2017-05-30
31,Once and for All,Sarah Dessen,3.76,358,Viking Books for Young Readers,0425290336,Young,0,41340,2017-06-06
32,When Dimple Met Rishi,Sandhya Menon,3.72,380,Simon Pulse,1481478680,Young,1,2221,2017-05-30
33,By Your Side,Kasie West,3.85,346,HarperTeen,0062455869,Young,0,13090,2017-01-31
34,The Upside of Unrequited,Becky Albertalli,3.98,336,Balzer + Bray,0062348701,Young,0,13570,2017-04-11
35,History Is All You Left Me,Adam Silvera,4.07,292,Soho Teen,1616956925,Young,0,16068,2017-01-17
36,The Inexplicable Logic of My Life,Benjamin Alire Sáenz,4.15,452,Clarion Books,0544586506,Young,0,8147,2017-03-07
37,A List of Cages,Robin Roe,4.3,310,Disney-Hyperion,1484763807,Add,0,586,2017-01-10
38,They Both Die at the End,Adam Silvera,4.13,373,HarperTeen,0062457799,Young,0,16068,2017-09-05
39,Stranger Than Fanfiction,Chris Colfer,3.82,295,"Little, Brown Books for Young Readers",0316383449,Young,0,7038,2017-02-28
40,We Are Okay,Nina LaCour,3.96,236,Dutton Books for Young Readers,0525425896,Young,0,3067,2017-02-14
41,Goodbye Days,Jeff Zentner,4.18,399,Crown Books for Young Readers,0553524062,Young,0,1541,2017-03-07
42,Autoboyography,Christina Lauren,4.3,407,Simon & Schuster Books for Young Readers,1481481681,Young,0,24209,2017-09-12
43,Moxie,Jennifer Mathieu,4.32,330,Roaring Brook Press,1626726353,Young,0,886,2017-09-19
44,A Court of Wings and Ruin,Sarah J. Maas,4.48,699,Bloomsbury Childrens Books,1408857901,Fantasy,1,117616,2017-05-02
45,A Court of Wings and Ruin,Sarah J. Maas,4.48,699,Bloomsbury Childrens Books,1408857901,Fantasy,1,117616,2017-05-02
46,A Court of Wings and Ruin,Sarah J. Maas,4.48,699,Bloomsbury Childrens Books,1408857901,Fantasy,1,117616,2017-05-02
47,Lord of Shadows,Cassandra Clare,4.51,701,Margaret K. McElderry Books,1442468408,Fantasy,1,194948,2017-05-23
48,King's Cage,Victoria Aveyard,4.01,507,HarperTeen,0062310690,Fantasy,1,42122,2017-02-07
49,Strange the Dreamer,Laini Taylor,4.33,536,"Little, Brown Books for Young Readers",0316341681,Fantasy,1,31377,2017-03-28
50,Caraval,Stephanie Garber,3.95,407,Flatiron Books,1250095255,Fantasy,1,9756,2017-01-31
51,Tower of Dawn,Sarah J. Maas,4.4,664,Bloomsbury USA Childrens,1681195771,Fantasy,1,117617,2017-09-05
52,Warcross,Marie Lu,4.18,353,G.P. Putnam’s Sons Books for Young Readers,0399547967,Young,1,104074,2017-09-12
53,Scythe,Neal Shusterman,4.36,435,Simon  Schuster Books for Young Readers,1442472421,comment,1,15292,2016-11-22
54,Carve the Mark,Veronica Roth,3.78,468,Katherine Tegen Books,0062348639,Fantasy,1,429118,2017-01-17
55,Our Dark Duet,Victoria Schwab,4.21,512,Greenwillow Books,0062380885,Fantasy,1,49562,2017-06-13
56,Wintersong,S. Jae-Jones,3.57,436,Thomas Dunne Books,1250079217,Fantasy,1,2236,2017-02-07
57,Flame in the Mist,Renée Ahdieh,3.9,392,G.P. Putnam's Sons,0399171630,Fantasy,1,12815,2017-05-16
58,La Belle Sauvage,Philip Pullman,4.17,449,Alfred A. Knopf,0375815309,Add,1,17468,2017-10-19
59,The Language of Thorns: Midnight Tales and Dangerous Magic,Leigh Bardugo,4.42,281,Imprint,125012252X,Fantasy,1,54175,2017-09-26
60,Traitor to the Throne,Alwyn Hamilton,4.33,518,Viking,0451477855,Fantasy,1,3525,2017-03-07
61,The Song Rising,Samantha Shannon,4.16,384,Bloomsbury USA,1632866242,Fantasy,1,7115,2017-03-07
62,All the Crooked Saints,Maggie Stiefvater,3.85,320,Scholastic Press,0545930804,Fantasy,0,129698,2017-10-10
63,Crystal Storm,Morgan Rhodes,4.25,379,Razorbill,1595148221,Fantasy,1,6071,2016-12-13
64,In Other Lands,Sarah Rees Brennan,4.34,437,Big Mouth House(first published June 10th 2014),1618731203,Fantasy,0,4421,2017-08-15
65,The Black Witch,Laurie Forest,4.02,601,Harlequin Teen,0373212313,Fantasy,1,1734,2017-05-02
66,The Ship of the Dead,Rick Riordan,4.38,410,Disney-Hyperion Books,1423160932,Fantasy,0,279353,2017-10-03
67,The Ship of the Dead,Rick Riordan,4.38,410,Disney-Hyperion Books,1423160932,Fantasy,0,279353,2017-10-03
68,The Ship of the Dead,Rick Riordan,4.38,410,Disney-Hyperion Books,1423160932,Fantasy,0,279353,2017-10-03
69,The Dark Prophecy,Rick Riordan,4.25,401,Disney-Hyperion,1484746422,Fantasy,1,279353,2017-05-02
70,Beauty and the Beast: Lost in a Book,Jennifer Donnelly,3.91,341,Disney Press,1484780981,Fantasy,0,5549,2017-01-31
71,Worlds Collide,Chris Colfer,4.55,480,"Little, Brown Books for Young Readers",0316355895,Fantasy,1,7038,2017-07-11
72,Amina's Voice,Hena Khan,3.98,208,Salaam Reads / Simon  Schuster Books for Young Readers,1481492063,Childrens,0,173,2017-03-14
73,See You in the Cosmos,Jack Cheng,4.04,315,Dial Books,0399186379,Childrens,0,224,2017-02-28
74,Beyond the Bright Sea,Lauren Wolk,4.11,304,Dutton Books for Young Readers,1101994851,Historical,0,297,2017-05-02
75,Dragonwatch,Brandon Mull,4.32,384,Shadow Mountain,1629722561,Fantasy,1,7336,2017-03-14
76,Star-Crossed,Barbara Dee,4.22,277,Aladdin,1481478486,Childrens,0,99,2017-03-14
77,Rise of the Isle of the Lost,Melissa de la Cruz,4.08,304,Disney-Hyperion,1484781287,Fantasy,1,12487,2017-05-23
78,The Goldfish Boy,Lisa   Thompson,4.1,320,Scholastic Press,1338053922,Mystery,0,105,2017-02-28
79,Flying Lessons & Other Stories,Ellen Oh,4.1,240,Crown Books for Young Readers,110193459X,Short,0,532,2017-01-03
80,Quests for Glory,Soman Chainani,4.28,568,HarperCollins,0062658476,Fantasy,1,3635,2017-09-19
81,Wishtree,Katherine Applegate,4.3,224,Feiwel  Friends,1250043220,Childrens,0,3588,2017-09-26
82,Talons of Power,Tui T. Sutherland,4.61,336,Scholastic Press,0545685400,Fantasy,1,2189,2016-12-27
83,The Ethan I Was Before,Ali Standish,4.29,368,HarperCollins,0062433385,Childrens,0,138,2017-01-24
84,The Someday Birds,Sally J. Pla,4.26,327,HarperCollins,0062445766,Add,0,94,2017-01-24
85,The Empty Grave,Jonathan Stroud,4.59,437,Disney-Hyperion,1484778723,Fantasy,1,7285,2017-09-12
86,The War I Finally Won,Kimberly Brubaker Bradley,4.51,387,Dial Books,0525429204,Historical,1,1229,2017-10-03
87,"I Love You, Michael Collins",Lauren Baratz-Logsted,4.14,240,"Farrar, Straus and Giroux (BYR)",0374303851,Historical,0,398,2017-06-20
88,We're All Wonders,R.J. Palacio,4.29,32,Alfred A. Knopf Books for Young Readers,1524766496,Childrens,1,5976,2017-03-28
89,We're All Wonders,R.J. Palacio,4.29,32,Alfred A. Knopf Books for Young Readers,1524766496,Childrens,1,5976,2017-03-28
90,We're All Wonders,R.J. Palacio,4.29,32,Alfred A. Knopf Books for Young Readers,1524766496,Childrens,1,5976,2017-03-28
91,Malala's Magic Pencil,Malala Yousafzai,4.54,48,"Little, Brown Books for Young Readers(first published October 3rd 2017)",0316319570,Childrens,0,3324,2017-10-17
92,She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,4.41,32,Philomel Books,1524741728,Childrens,0,103,2017-05-30
93,Over and Under the Pond,Kate Messner,4.05,48,Chronicle Books,1452145423,Childrens,1,1178,2017-03-07
94,"A Greyhound, a Groundhog",Emily Jenkins,3.6,32,Schwartz & Wade Books,0553498053,Childrens,0,110,2017-01-03
95,Triangle,Mac Barnett,3.81,46,Candlewick Press,076369603X,Childrens,1,730,2017-03-14
96,The Book of Mistakes,Corinna Luyken,4.21,56,Dial Books,0735227926,Childrens,0,87,2017-04-18
97,Little Fox in the Forest,Stephanie Graegin,4.28,40,Schwartz & Wade Books,055353789X,Childrens,0,27,2017-02-28
98,The Legend of Rock Paper Scissors,Drew Daywalt,4.3,48,Balzer + Bray,0062438891,Childrens,0,322,2017-04-04
99,"The Youngest Marcher: The Story of Audrey Faye Hendricks, a Young Civil Rights Activist",Cynthia Levinson,4.42,40,Atheneum Books for Young Readers,1481400703,Childrens,0,20,2017-01-17
100,A Different Pond,Bao Phi,4.26,32,Picture Window Books,1479597465,Childrens,0,48,2017-08-01
101,Duck and Hippo in the Rainstorm,Jonathan London,3.97,32,Two Lions,1503937232,Childrens,1,140,2017-03-01
102,Spunky Little Monkey,Bill Martin Jr.,3.76,32,Scholastic Press,0545776430,Childrens,0,218,2017-01-03
103,Franklin's Flying Bookshop,Jen Campbell,4.28,32,Thames & Hudson(first published August 3rd 2017),0500651094,Childrens,1,9942,2017-10-17
104,Be Quiet!,Ryan T.  Higgins,4.2,40,Disney-Hyperion,148473162X,Childrens,0,294,2017-04-04
105,Not Quite Narwhal,Jessie Sima,4.47,36,Simon  Schuster Books for Young Readers,1481469096,Childrens,0,106,2017-02-14
106,Jabari Jumps,Gaia Cornwall,4.32,32,Candlewick Press,0763678384,Childrens,0,28,2017-05-09
107,The Case of the Stinky Stench,Josh Funk,4.03,34,Sterling Children's Books,1454919604,Childrens,1,356,2017-05-02
108,Trollbella Throws a Party: A Tale from the Land of Stories,Chris Colfer,4.09,32,"Little, Brown Books for Young Readers",0316383406,Childrens,1,7038,2017-07-11
109,After the Fall: How Humpty Dumpty Got Back up Again,Dan Santat,4.51,40,Roaring Brook Press,1626726825,Childrens,0,442,2017-10-03
110,Little Fires Everywhere,Celeste Ng,4.11,338,Penguin Press,0735224293,Fiction,0,38032,2017-09-12
111,Little Fires Everywhere,Celeste Ng,4.11,338,Penguin Press,0735224293,Fiction,0,38032,2017-09-12
112,Little Fires Everywhere,Celeste Ng,4.11,338,Penguin Press,0735224293,Fiction,0,38032,2017-09-12
113,Beartown,Fredrik Backman,4.26,418,Atria Books(first published September 15th 2016),1501160761,Fiction,1,23311,2017-04-25
114,Eleanor Oliphant is Completely Fine,Gail Honeyman,4.31,327,Pamela Dorman Books / Viking,0735220689,Fiction,0,6924,2017-05-09
115,My Not So Perfect Life,Sophie Kinsella,3.79,439,The Dial Press,081299826X,Womens,0,29127,2017-02-07
116,The Keeper of Lost Things,Ruth Hogan,3.82,288,William Morrow,0062473530,Fiction,0,1319,2017-02-21
117,Exit West,Mohsin Hamid,3.79,231,Riverhead,0735212171,Fiction,0,2682,2017-03-07
118,"Sing, Unburied, Sing",Jesmyn Ward,4.02,285,Scribner,1501126067,Fiction,1,4304,2017-09-05
119,Rich People Problems,Kevin Kwan,3.94,398,Doubleday,0385542232,Fiction,1,16070,2017-05-23
120,The Identicals,Elin Hilderbrand,3.88,581,"Little, Brown and Company",031655247X,Fiction,0,13457,2017-06-13
121,Anything Is Possible,Elizabeth Strout,3.75,254,Random House,0812989406,Fiction,1,4785,2017-04-25
122,The Refugees,Viet Thanh Nguyen,3.88,209,Grove Press,0802126391,Short,0,2402,2017-02-07
123,This Is How It Always Is,Laurie Frankel,4.26,336,Flatiron Books(first published January 4th 2017),1250088550,Fiction,0,1286,2017-01-24
124,The Leavers,Lisa Ko,3.87,338,Algonquin Books,1616206888,Fiction,0,711,2017-05-02
125,What It Means When a Man Falls from the Sky,Lesley Nneka Arimah,4.09,232,Riverhead Books(first published October 19th 2015),0735211027,Short,0,447,2017-04-04
126,The Ministry of Utmost Happiness,Arundhati Roy,3.48,444,Knopf Publishing Group(first published June 2017),1524733156,Fiction,0,7200,2017-06-06
127,Home Fire,Kamila Shamsie,4.08,276,Riverhead Books,0735217688,Fiction,0,1277,2017-08-15
128,The Almost Sisters,Joshilyn Jackson,3.97,342,William Morrow,006210571X,Fiction,0,4164,2017-07-11
129,Sourdough,Robin Sloan,3.76,259,"MCD Farrar, Straus and Giroux",0374203105,Fiction,0,29473,2017-09-05
130,My Absolute Darling,Gabriel Tallent,3.63,417,Riverhead Books(first published April 29th 2017),0735211175,Fiction,0,850,2017-08-29
131,Young Jane Young,Gabrielle Zevin,3.77,294,Algonquin Books,1616205040,Fiction,0,4367,2017-08-22
132,Into the Water,Paula Hawkins,3.56,386,Riverhead Books,0735211205,Mystery,0,22986,2017-05-02
133,Into the Water,Paula Hawkins,3.56,386,Riverhead Books,0735211205,Mystery,0,22986,2017-05-02
134,Into the Water,Paula Hawkins,3.56,386,Riverhead Books,0735211205,Mystery,0,22986,2017-05-02
135,Origin,Dan Brown,3.85,461,Doubleday Books(first published 2015),0385514239,Fiction,1,78143,2017-10-03
136,Glass Houses,Louise Penny,4.3,391,Minotaur Books,1250066190,Mystery,1,10886,2017-08-29
137,The Good Daughter,Karin Slaughter,4.13,511,William Morrow,0062430246,Mystery,1,24613,2017-08-08
138,The Dry,Jane Harper,4.04,328,Flatiron Books(first published May 31st 2016),1250105609,Mystery,1,5392,2017-01-10
139,Secrets in Death,J.D. Robb,4.29,370,St. Martin's Press,English,Mystery,0,16315,2017-09-05
140,The Girl Before,J.P. Delaney,3.69,341,Ballantine Books,0425285049,Thriller,0,2416,2017-01-24
141,Stillhouse Lake,Rachel Caine,4.11,286,Thomas & Mercer,1477848665,Thriller,1,15718,2017-07-01
142,Mississippi Blood,Greg Iles,4.43,694,William Morrow,0062311158,Fiction,1,4823,2017-03-21
143,The Breakdown,B.A. Paris,3.9,328,St. Martin's Press(first published February 9th 2017),1250122465,Thriller,0,8242,2017-07-18
144,Never Let You Go,Chevy Stevens,3.96,406,St. Martin's Press,English,Thriller,0,5771,2017-03-14
145,Silent Child,Sarah A. Denzil,4.02,413,Createspace Independent Publishing Platform(first published January 22nd 2017),1542722829,Mystery,0,684,2017-01-26
146,Golden Prey,John Sandford,4.3,400,G.P. Putnam's Sons,English,Mystery,0,6067,2017-04-25
147,The Marriage Lie,Kimberly Belle,3.93,334,Mira,0778319768,Mystery,0,1882,2016-12-27
148,The Ghostwriter,Alessandra Torre,4.21,321,DCA,1940941946,Mystery,0,11751,2017-10-02
149,Behind Her Eyes,Sarah Pinborough,3.75,307,Flatiron Books(first published January 26th 2017),125011117X,Thriller,0,3323,2017-01-31
150,The Night Bird,Brian Freeman,3.97,362,Thomas & Mercer,1503941892,Mystery,1,1293,2017-02-01
151,Righteous,Joe Ide,3.85,336,Mulholland Books,0316267775,Mystery,1,647,2017-10-17
152,Last Breath,Robert Bryndza,4.37,368,Bookouture,1786811456,Mystery,1,3776,2017-04-12
153,The Fourth Monkey,J.D. Barker,4.14,404,Houghton Mifflin Harcourt,0544968840,Thriller,1,2412,2017-06-27
154,Before We Were Yours,Lisa Wingate,4.37,342,Ballantine Books,0425284689,Historical,0,5004,2017-06-06
155,Before We Were Yours,Lisa Wingate,4.37,342,Ballantine Books,0425284689,Historical,0,5004,2017-06-06
156,Before We Were Yours,Lisa Wingate,4.37,342,Ballantine Books,0425284689,Historical,0,5004,2017-06-06
157,Lincoln in the Bardo,George Saunders,3.76,343,Random House,0812995341,comments,0,5806,2017-02-14
158,A Column of Fire,Ken Follett,4.21,916,Viking,052595497X,Historical,1,40403,2017-09-12
159,The Alice Network,Kate Quinn,4.26,532,William Morrow Paperbacks,0062654195,comments,0,6524,2017-06-06
